0.018557	-0.036137	-0.995219
0.01758	-0.040531	-0.99473
0.02051	-0.036137	-1.011822
0.016115	-0.038578	-0.985452
0.010743	-0.036137	-0.997172
0.031253	-0.041508	-1.008892
0.01758	-0.037113	-0.9918
0.01465	-0.033695	-0.99473
0.02051	-0.036137	-0.993754
-0.026858	-0.015138	-1.004985
-0.303254	0.447311	-1.15295
0.305695	-0.172869	-1.101675
0.461473	-0.150406	-0.842371
0.61139	-0.215354	-0.737868
0.625552	-0.34818	-0.443893
0.750077	-0.532769	-0.192891
0.76668	-0.581602	-0.001465
0.745193	-0.573301	0.267605
0.605531	-0.496144	0.697337
0.501516	-0.693918	0.477099
-0.243677	-0.247584	1.207643
-0.189472	-0.270535	1.0797
-0.226097	-0.154313	0.961035
-0.303254	-0.049321	0.979592
-0.138686	-0.173846	1.013775
-0.121106	-0.106456	1.15295
-0.139174	-0.366248	1.10021
-0.237817	-0.615785	0.816978
-0.254909	-0.720288	0.557186
-0.108898	-0.836511	0.676339
-0.039066	-0.752518	0.414105
-0.002442	-1.155391	-0.143081
0.093271	-0.813071	-0.596741
0.245142	-0.653875	-0.547419
0.294464	-0.493703	-0.755448
0.403361	-0.323275	-0.842859
0.435103	-0.110363	-0.889251
0.522026	0.320345	-0.71687
0.632389	0.440963	-0.593322
0.628482	0.673409	-0.384317
0.724683	0.634342	-0.276395
0.826256	0.633854	-0.026858
0.895111	0.459031	0.210959
0.822838	0.329623	0.61432
0.608949	0.147964	0.62018
0.369178	-0.080086	0.770586
0.154313	-0.334018	0.809653
0.056158	-0.624575	0.890228
-0.194356	-0.756425	0.658759
-0.435591	-0.726148	0.282744
-0.562069	-0.65827	0.294952
-0.69929	-0.504446	0.232446
-0.759843	-0.131361	0.641179
-0.598206	0.287139	1.011822
-0.395548	0.544977	0.939061
-0.111339	0.834069	0.806235
0.10548	0.785236	0.673897
0.322298	0.909272	0.457566
0.570371	0.878508	0.195332
0.589416	0.834558	-0.046391
0.569394	0.774493	-0.378945
0.38627	0.584532	-0.724195
0.007813	0.346715	-0.890716
-0.054693	0.081063	-0.899506
0.024417	-0.152848	-0.896576
-0.061041	-0.31009	-0.729567
0.163103	-0.843836	-0.998149
0.048833	-0.73445	-0.61139
0.181659	-0.879484	-0.292999
0.347692	-0.887786	-0.308625
0.575254	-0.933201	-0.127943
0.486866	-0.846766	0.033207
0.328647	-0.870694	0.312044
0.017092	-1.004497	0.413616
0.04981	-0.70515	0.332065
0.037601	-0.753007	0.765703
0.065925	-0.536676	0.875578
-0.010743	-0.603577	0.79012
0.124036	-0.328647	0.979104
0.057623	-0.179217	1.117301
-0.130873	0.058111	1.266731
0.040531	0.00293	0.962501
-0.657294	0.651434	2.16819
-0.102061	0.226097	1.080188
0.454636	0.511771	0.915132
0.189961	0.785725	0.621645
0.046391	1.038192	0.397013
0.06739	1.029402	0.293487
-0.144058	1.002544	0.047856
-0.395548	1.022077	-0.069831
-0.435591	0.78719	-0.333042
-0.402385	0.64655	-0.582579
-0.487354	0.27786	-0.743728
0.116223	0.037601	-1.035262
0.503958	-0.192402	-0.959571
0.688058	-0.265652	-0.812583
1.302867	-0.182147	-0.594299
1.09435	-0.465868	-0.120129
0.623599	-0.697825	-0.122083
0.367713	-0.930271	-0.01172
0.039555	-0.949804	0.36869
-0.198751	-0.628482	0.707592
-0.218772	-0.287627	1.03282
-0.03516	0.093271	1.113395
0.285185	0.405803	1.040633
0.531793	0.515189	0.802328
0.695383	1.582681	0.904389
0.624087	0.507376	-0.172869
0.917574	0.607972	0.132826
1.002544	0.248561	0.386758
1.214968	0.242701	-0.151871
0.847743	0.034672	-0.057623
0.653387	-0.000977	-0.287627
0.540583	-0.209006	-0.634342
0.300324	-0.128431	-0.530816
-0.03516	0.104015	-1.006939
-0.252467	0.125013	-1.001567
-0.480029	0.183124	-0.844324
-0.730055	0.312044	-0.628482
-0.769121	0.437545	-0.227562
-0.852626	0.410686	-0.221702
-0.998149	0.469286	0.060065
-0.984964	0.325717	0.076668
-0.808188	0.29837	0.400431
-0.733473	0.109386	0.494191
-0.502981	0.020022	0.767656
-0.366248	-0.044438	0.943944
-0.073738	0.011232	1.024519
-0.014162	-0.016115	1.073352
0.043461	-0.071296	1.01231
0.062018	-0.151871	1.031844
0.042973	-0.134779	1.002544
0.089365	-0.225121	1.049912
-0.043461	-0.375038	0.958594
-0.07618	-0.525933	0.743728
-0.074715	-0.71394	0.496144
-0.128431	-0.836999	0.156754
-0.266629	-0.820396	-0.058111
-0.250514	-0.791585	-0.423871
-0.26614	-0.483448	-0.825768
-0.230981	-0.495168	-1.080677
-0.080086	-0.296905	-0.930759
0.134291	0.00879	-1.110953
0.313997	0.406291	-2.772744
0.222191	0.256862	-0.884368
0.296417	0.247584	-0.827233
0.291045	0.581114	-0.700755
0.261257	0.76082	-0.582091
0.437545	0.920016	-0.367713
0.305207	1.300426	0.215842
0.4185	1.004985	0.366248
0.168474	0.748123	0.606019
-0.094736	0.374062	0.851161
-0.088876	0.524956	1.421532
-0.30423	0.295929	0.849696
-0.463915	0.169939	0.860928
-0.477099	0.277372	0.854579
-0.870206	0.276884	0.73738
-0.508353	0.171893	0.875578
-0.885833	0.229027	0.768145
-0.864834	0.221214	0.426801
-0.986917	-0.150406	0.077645
-0.697337	-0.208517	-0.41264
-0.748612	-0.262722	-0.586974
-0.173846	-0.493703	-0.700267
0.091806	-0.466356	-0.919039
0.265652	-0.478076	-1.108512
0.440963	-0.622134	-0.982522
0.037601	-0.293487	-0.823815
0.199239	0.098155	-0.828698
0.265652	0.06446	-1.194946
0.117688	0.357947	-1.036727
0.329135	0.174334	-0.898041
0.162126	0.503469	-0.912691
0.196797	0.193379	-1.011822
0.176288	-0.081551	-0.865323
0.03809	0.310579	-0.960547
0.096201	0.103038	-0.988382
0.223656	-0.249049	-1.045517
0.313509	-0.288604	-0.844324
0.252467	-0.564022	-0.605042
0.400431	-0.611879	-0.669502
0.467333	-0.797933	-0.495168
0.436568	-0.867764	-0.229516
0.29544	-1.071887	-0.054693
0.027347	-0.849696	0.010255
-0.621157	-0.698313	0.530328
-0.572324	-0.567929	0.73445
-0.318392	-0.483448	0.952734
-0.02637	-0.248561	0.905854
-0.082528	-0.152359	1.089955
-0.090341	0.073738	0.831139
0.083016	0.392618	1.056748
0.014162	0.607484	0.725172
0.216819	0.79305	0.479541
0.431685	0.837488	0.29251
0.724195	0.846766	-0.049321
1.001079	0.642644	-0.32474
0.938084	0.335972	-0.457078
1.021589	0.04395	-0.443405
0.920992	-0.203634	-0.67585
0.72566	-0.476123	-0.25735
0.836023	-0.687082	0.051763
0.704173	-0.767168	-0.015627
0.511283	-0.798421	0.020998
0.466356	-0.831628	0.082528
0.232446	-0.800863	0.009278
0.439986	-0.756425	0.483448
0.163591	-0.6612	0.830651
-0.118176	-0.748123	0.638737
-0.375038	-0.791585	0.454148
-0.638249	-0.875578	-0.305207
-0.486866	-0.618715	-0.36283
-0.296905	-0.45366	-0.720288
-0.162126	-0.205099	-0.996195
0.122571	0.04981	-0.945897
0.262234	0.289092	-0.864346
0.579649	0.366248	-0.695872
1.110953	0.39213	-0.133803
0.863858	0.45073	0.842859
0.570371	-0.111339	0.838953
0.352087	-0.008302	1.180784
0.417035	-0.072273	1.088002
0.221214	-0.190937	0.910249
0.223167	-0.258815	0.996195
0.45659	-0.397501	0.774493
0.637272	-0.510794	0.329135
0.31009	-0.643132	0.466844
0.35404	-0.786213	-0.317904
0.625064	-0.72859	-0.645574
0.37455	-0.485401	-0.745193
0.262234	-0.235864	-0.904877
-0.110363	-0.081063	-0.834558
-0.141128	-0.062018	-0.961035
-0.191426	0.239771	-1.180296
-0.61139	0.273954	-0.66706
-0.738357	0.32767	-0.393107
-0.852138	0.432173	-0.373573
-0.962989	0.439498	-0.059576
-0.883391	0.463426	0.37162
-0.682198	0.45952	0.437056
-0.421918	0.576719	1.169553
-0.442916	0.559627	0.768633
-0.529839	0.564022	0.805258
-0.364783	0.543512	0.903413
-0.09083	0.337437	1.148066
-0.305207	-0.118176	0.611879
-0.235376	0.050298	0.969826
-0.133803	-0.162126	0.865811
-0.049321	-0.419965	0.934666
0.062018	-0.568417	0.721753
-0.222191	-0.727613	0.74031
-0.088876	-0.992289	0.293487
-0.240259	-0.946386	0.018068
-0.197774	-0.725172	-0.25735
-0.284697	-0.363318	-0.642155
-0.369178	-0.544977	-0.789143
-0.355017	-0.356482	-0.899994
-0.354528	-0.101085	-0.941991
-0.345738	-0.121594	-1.104605
-0.358435	0.133803	-0.811606
-0.085946	0.262722	-1.0504
0.210959	0.324252	-0.999125
0.401408	0.384317	-0.839441
0.572812	0.455125	-0.757401
